Date,Price,Open,High,Low,Vol.,Change %
5/27/2021,"38,435.00","39,301.00","40,120.00","37,381.00",5.55K,-2.20%
5/26/2021,"39,301.00","38,363.00","40,497.80","38,020.20",8.61K,2.45%
5/25/2021,"38,363.00","38,772.90","39,761.00","36,760.50",7.77K,-1.06%
5/24/2021,"38,772.90","34,730.30","39,201.00","34,730.30",15.13K,11.64%
5/23/2021,"34,730.30","37,585.00","38,186.00","32,623.00",25.99K,-7.60%
5/22/2021,"37,585.00","37,415.00","38,662.00","36,150.00",13.56K,0.45%
5/21/2021,"37,415.00","40,550.10","41,500.00","35,188.00",23.31K,-7.79%
5/20/2021,"40,578.00","36,755.00","41,827.00","35,198.40",25.60K,10.40%
5/19/2021,"36,755.00","42,935.00","42,935.00","35,303.40",67.82K,-14.39%
5/18/2021,"42,935.00","43,544.00","45,474.00","42,611.80",10.72K,-1.40%
5/17/2021,"43,544.00","46,569.00","46,569.00","42,304.00",37.72K,-6.52%
5/16/2021,"46,582.90","46,784.90","49,460.00","45,340.00",19.06K,-0.43%
5/15/2021,"46,784.90","49,917.00","50,526.20","46,784.90",9.49K,-6.27%
5/14/2021,"49,917.00","49,747.00","51,168.00","49,289.00",6.05K,0.34%
5/13/2021,"49,747.00","49,725.00","51,154.00","48,120.60",21.16K,0.04%
5/12/2021,"49,725.00","56,715.00","57,688.00","49,725.00",14.96K,-12.32%
5/11/2021,"56,715.00","55,851.00","56,724.00","54,789.00",7.69K,1.55%
5/10/2021,"55,851.00","58,276.00","59,454.30","55,448.00",13.49K,-4.16%
5/9/2021,"58,276.00","58,894.00","58,956.50","56,977.00",8.48K,-1.05%
5/8/2021,"58,894.00","57,349.00","59,327.00","57,317.00",7.61K,2.69%
5/7/2021,"57,349.00","56,451.00","58,101.00","55,606.00",6.93K,1.59%
5/6/2021,"56,451.00","57,487.00","57,843.00","55,897.00",10.44K,-1.79%
5/5/2021,"57,477.00","52,960.00","57,477.00","52,960.00",7.66K,7.91%
5/4/2021,"53,264.00","57,147.00","57,147.00","53,264.00",10.03K,-6.79%
5/3/2021,"57,147.00","56,605.00","58,686.00","56,605.00",7.63K,0.96%
5/2/2021,"56,605.00","57,774.00","57,774.00","56,385.00",4.20K,-2.02%
5/1/2021,"57,774.00","57,634.70","58,265.00","57,259.00",4.32K,0.24%
4/30/2021,"57,637.00","53,566.00","57,637.00","53,339.00",7.86K,7.60%
4/29/2021,"53,566.00","54,860.00","54,860.00","52,631.00",7.08K,-2.36%
4/28/2021,"54,860.00","55,044.00","55,575.00","54,090.00",5.76K,-0.33%
4/27/2021,"55,044.00","54,103.00","55,215.00","53,660.00",7.24K,1.74%
4/26/2021,"54,103.00","49,129.00","54,214.00","49,129.00",11.01K,10.15%
4/25/2021,"49,116.30","50,167.00","50,539.00","48,409.80",9.60K,-2.09%
4/24/2021,"50,167.00","51,139.00","51,139.00","49,572.00",5.98K,-1.90%
4/23/2021,"51,139.00","51,781.30","51,781.30","48,719.60",17.25K,-1.24%
4/22/2021,"51,781.30","53,822.00","55,067.00","51,781.30",12.69K,-3.79%
4/21/2021,"53,822.00","56,476.00","56,476.00","53,822.00",7.10K,-4.70%
4/20/2021,"56,476.00","55,639.00","56,950.00","54,398.00",8.39K,1.50%
4/19/2021,"55,639.00","56,173.00","57,359.00","54,912.80",8.57K,-0.93%
4/18/2021,"56,163.00","59,970.00","60,223.00","54,416.80",26.33K,-6.35%
4/17/2021,"59,970.00","61,325.00","62,367.70","59,970.00",7.02K,-2.21%
4/16/2021,"61,325.00","63,196.00","63,453.00","60,286.00",11.54K,-2.96%
4/15/2021,"63,196.00","62,907.00","63,475.00","62,348.00",6.61K,0.40%
4/14/2021,"62,942.70","63,518.00","64,374.00","62,065.00",10.93K,-0.91%
4/13/2021,"63,518.00","59,900.00","63,518.00","59,900.00",11.26K,6.04%
4/12/2021,"59,900.00","60,034.80","60,701.00","59,747.00",5.50K,-0.22%
4/11/2021,"60,034.80","59,823.80","60,486.00","59,411.00",4.65K,0.35%
4/10/2021,"59,823.80","58,114.00","60,984.00","58,114.00",9.79K,2.94%
4/9/2021,"58,114.00","58,110.00","58,683.00","57,849.00",3.75K,0.01%
4/8/2021,"58,110.00","55,960.00","58,110.00","55,960.00",4.48K,3.84%
4/7/2021,"55,960.00","57,991.00","58,490.00","55,960.00",8.85K,-3.50%
4/6/2021,"57,991.00","59,145.00","59,200.00","57,603.00",5.62K,-1.95%
4/5/2021,"59,145.00","58,240.00","59,145.00","57,034.00",5.59K,1.55%
4/4/2021,"58,240.00","57,023.00","58,240.00","57,023.00",4.97K,2.13%
4/3/2021,"57,023.00","58,959.00","59,499.00","57,023.00",6.63K,-3.28%
4/2/2021,"58,959.00","58,727.40","59,834.00","58,727.40",6.15K,0.39%
4/1/2021,"58,727.40","58,796.00","59,172.90","58,498.00",4.35K,-0.12%
3/31/2021,"58,796.00","58,841.00","59,453.00","57,698.00",8.12K,-0.08%
3/30/2021,"58,841.00","57,672.30","59,349.00","57,278.00",7.87K,2.03%
3/29/2021,"57,672.30","55,773.00","58,162.00","54,984.00",10.12K,3.41%
3/28/2021,"55,773.00","55,886.00","56,326.00","55,089.00",4.21K,-0.20%
3/27/2021,"55,886.00","54,992.90","56,249.00","54,373.00",5.18K,1.62%
3/26/2021,"54,992.90","51,363.00","54,992.90","51,363.00",7.71K,7.07%
3/25/2021,"51,363.00","52,347.20","52,926.00","50,874.00",11.59K,-1.88%
3/24/2021,"52,347.20","54,331.00","56,919.00","52,347.20",14.08K,-3.65%
3/23/2021,"54,331.00","54,074.00","55,646.90","53,541.20",6.57K,0.48%
3/22/2021,"54,074.00","57,368.00","58,036.00","54,074.00",8.72K,-5.74%
3/21/2021,"57,368.00","58,087.00","58,499.50","56,200.00",8.29K,-1.24%
3/20/2021,"58,087.00","58,074.00","59,421.00","58,074.00",6.78K,0.02%
3/19/2021,"58,074.00","57,640.00","58,961.00","57,030.00",6.48K,0.75%
3/18/2021,"57,640.00","58,870.00","59,799.00","57,580.00",7.24K,-2.09%
3/17/2021,"58,870.00","56,924.00","58,870.00","54,576.00",11.27K,3.42%
3/16/2021,"56,924.00","55,644.00","56,924.00","54,049.00",10.49K,2.30%
3/15/2021,"55,644.00","59,005.00","60,141.10","55,644.00",14.78K,-5.70%
3/14/2021,"59,005.00","61,207.00","61,468.00","59,005.00",6.64K,-3.60%
3/13/2021,"61,207.00","57,315.00","61,207.00","56,488.00",13.70K,6.79%
3/12/2021,"57,315.00","57,869.00","57,869.00","55,946.00",9.56K,-0.96%
3/11/2021,"57,869.00","55,939.00","57,921.00","54,834.00",8.66K,3.42%
3/10/2021,"55,955.20","54,950.00","57,033.00","53,698.70",10.68K,1.83%
3/9/2021,"54,949.40","52,395.00","54,949.40","52,395.00",8.20K,4.88%
3/8/2021,"52,395.00","51,031.20","52,395.00","49,821.00",6.15K,2.67%
3/7/2021,"51,031.20","48,895.00","51,031.20","48,895.00",5.37K,4.37%
3/6/2021,"48,895.00","48,811.00","49,043.10","47,515.40",4.21K,0.17%
3/5/2021,"48,811.00","48,368.00","49,277.00","46,662.00",9.42K,0.92%
3/4/2021,"48,368.00","50,425.00","51,556.00","48,059.00",9.56K,-4.08%
3/3/2021,"50,425.00","48,526.00","52,018.00","48,526.00",8.60K,3.91%
3/2/2021,"48,526.00","49,572.00","49,572.00","47,453.60",8.37K,-2.11%
3/1/2021,"49,572.00","45,300.00","49,572.00","45,300.00",9.42K,9.43%
2/28/2021,"45,300.00","46,217.00","46,360.50","43,380.00",13.54K,-1.98%
2/27/2021,"46,217.00","46,319.00","47,766.90","46,217.00",7.60K,-0.22%
2/26/2021,"46,319.00","47,144.00","48,250.00","45,320.00",22.33K,-1.75%
2/25/2021,"47,144.00","49,715.00","51,511.00","47,144.00",9.55K,-5.17%
2/24/2021,"49,715.00","48,888.00","51,043.00","47,179.00",12.00K,1.69%
2/23/2021,"48,888.00","54,078.00","54,078.00","45,343.50",32.59K,-9.60%
2/22/2021,"54,078.00","57,376.00","57,376.00","48,383.00",27.31K,-5.75%
2/21/2021,"57,376.00","55,838.00","58,238.00","55,639.00",6.69K,2.75%
2/20/2021,"55,838.00","55,847.00","57,352.00","55,182.00",11.63K,-0.02%
2/19/2021,"55,847.00","51,566.00","56,093.00","51,079.00",11.80K,8.30%
2/18/2021,"51,566.00","52,060.00","52,433.00","51,356.90",5.87K,-0.95%
2/17/2021,"52,060.00","49,225.00","52,284.00","49,225.00",9.21K,5.76%
2/16/2021,"49,225.00","47,941.00","49,533.50","47,643.00",13.04K,2.68%
2/15/2021,"47,941.00","48,587.00","48,694.00","46,563.00",9.88K,-1.33%
2/14/2021,"48,587.00","47,177.00","49,279.00","47,177.00",7.34K,2.99%
2/13/2021,"47,177.00","47,389.00","47,939.00","46,582.00",5.23K,-0.45%
2/12/2021,"47,389.00","47,966.00","48,540.00","47,072.00",10.79K,-1.20%
2/11/2021,"47,966.00","44,835.00","47,981.00","44,444.00",10.30K,6.98%
2/10/2021,"44,835.00","46,486.00","47,056.00","44,541.00",10.02K,-3.55%
2/9/2021,"46,486.00","46,440.00","48,004.00","45,882.00",15.90K,0.10%
2/8/2021,"46,440.00","38,841.00","46,440.00","38,250.00",24.79K,19.56%
2/7/2021,"38,841.00","39,257.00","39,561.00","38,061.00",7.63K,-1.06%
2/6/2021,"39,257.00","38,260.00","40,780.00","38,260.00",10.18K,2.61%
2/5/2021,"38,260.00","36,975.00","38,260.00","36,759.00",4.48K,3.48%
2/4/2021,"36,975.00","37,677.00","37,998.00","36,521.00",6.42K,-1.86%
2/3/2021,"37,677.00","35,563.00","37,677.00","35,563.00",8.80K,5.94%
2/2/2021,"35,563.00","33,559.00","35,960.00","33,559.00",7.01K,5.97%
2/1/2021,"33,559.00","33,141.00","34,460.10","32,595.00",5.30K,1.26%
1/31/2021,"33,141.00","34,334.00","34,334.00","32,270.00",5.82K,-3.47%
1/30/2021,"34,334.00","34,268.00","34,791.00","33,136.60",7.29K,0.16%
1/29/2021,"34,280.70","33,350.00","38,056.00","32,466.00",28.64K,2.85%
1/28/2021,"33,331.00","30,454.00","33,418.00","30,344.00",9.17K,9.45%
1/27/2021,"30,454.00","32,519.00","32,519.00","29,815.00",14.77K,-6.35%
1/26/2021,"32,519.00","32,268.10","32,735.10","31,434.00",8.54K,0.78%
1/25/2021,"32,268.10","32,298.00","34,693.00","32,268.10",9.23K,-0.09%
1/24/2021,"32,298.00","32,099.00","32,830.00","31,481.00",5.89K,0.62%
1/23/2021,"32,099.00","33,062.00","33,062.00","31,773.00",7.07K,-2.91%
1/22/2021,"33,062.00","30,852.00","33,631.00","28,991.00",15.72K,7.09%
1/21/2021,"30,873.00","35,522.00","35,522.00","30,609.00",22.35K,-13.09%
1/20/2021,"35,521.10","35,915.00","36,263.00","33,447.00",14.14K,-1.22%
1/19/2021,"35,958.00","36,699.00","37,673.00","35,958.00",9.61K,-2.02%
1/18/2021,"36,699.00","35,913.00","36,906.00","35,180.00",8.41K,2.22%
1/17/2021,"35,903.00","36,061.00","36,570.00","33,914.00",9.85K,-0.42%
1/16/2021,"36,055.00","36,741.00","37,750.00","35,809.00",10.84K,-1.87%
1/15/2021,"36,741.00","39,145.00","39,476.00","35,268.00",15.55K,-6.20%
1/14/2021,"39,170.00","37,374.00","39,750.00","37,193.00",12.97K,4.80%
1/13/2021,"37,375.00","34,106.00","37,418.00","33,160.00",14.89K,9.59%
1/12/2021,"34,103.00","35,448.00","35,838.60","33,616.00",22.18K,-3.87%
1/11/2021,"35,476.00","38,226.00","38,226.00","31,842.00",48.04K,-7.19%
1/10/2021,"38,226.00","40,171.00","41,209.30","37,436.00",19.01K,-4.84%
1/9/2021,"40,171.00","40,509.00","41,046.00","38,966.00",8.17K,-0.83%
1/8/2021,"40,509.00","39,407.00","41,616.00","37,723.00",21.79K,2.80%
1/7/2021,"39,407.00","36,755.00","39,672.00","36,755.00",22.11K,7.22%
1/6/2021,"36,755.00","33,986.00","36,755.00","33,901.00",18.62K,8.12%
1/5/2021,"33,996.00","32,020.00","33,996.00","30,979.10",14.48K,6.17%
1/4/2021,"32,020.00","32,971.00","33,403.00","29,178.00",24.68K,-2.88%
1/3/2021,"32,971.00","32,183.00","34,253.00","32,110.00",18.91K,2.44%
1/2/2021,"32,185.00","29,346.00","33,168.00","29,192.00",22.01K,9.67%
1/1/2021,"29,346.00","28,933.00","29,498.00","28,932.00",8.33K,1.43%
12/31/2020,"28,933.00","28,880.00","29,133.00","28,358.00",12.22K,0.18%
12/30/2020,"28,880.00","27,316.00","28,892.00","27,316.00",10.51K,5.73%
12/29/2020,"27,315.00","27,058.00","27,315.00","25,923.00",8.92K,0.95%
12/28/2020,"27,058.00","26,241.00","27,308.00","26,241.00",7.60K,3.11%
12/27/2020,"26,241.00","26,410.00","28,051.10","26,241.00",17.96K,-0.65%
12/26/2020,"26,412.00","24,717.00","26,577.00","24,566.00",13.15K,6.86%
12/25/2020,"24,717.00","23,743.00","24,717.00","23,491.00",13.78K,4.14%
12/24/2020,"23,735.00","23,234.00","23,735.00","22,860.00",4.75K,2.16%
12/23/2020,"23,234.00","23,805.00","23,916.00","22,917.00",12.07K,-2.40%
12/22/2020,"23,805.00","22,701.00","23,805.00","22,489.70",7.41K,4.86%
12/21/2020,"22,701.00","23,432.70","23,901.00","22,483.00",14.18K,-3.10%
12/20/2020,"23,427.00","23,804.00","24,099.00","23,331.70",9.60K,-1.58%
12/19/2020,"23,804.00","23,127.00","24,058.00","22,966.00",9.67K,2.93%
12/18/2020,"23,127.00","22,806.60","23,142.00","22,544.00",7.28K,1.41%
12/17/2020,"22,806.60","21,322.00","23,492.00","21,322.00",22.87K,6.96%
12/16/2020,"21,322.00","19,459.00","21,322.00","19,388.00",21.07K,9.57%
12/15/2020,"19,459.00","19,282.00","19,548.00","19,135.00",6.93K,0.92%
12/14/2020,"19,281.00","19,180.00","19,281.00","19,076.00",2.53K,0.53%
12/13/2020,"19,180.00","18,818.00","19,338.10","18,747.00",4.83K,1.96%
12/12/2020,"18,810.60","18,050.00","18,821.00","18,050.00",3.68K,4.21%
12/11/2020,"18,050.00","18,260.00","18,260.00","17,764.00",6.57K,-1.15%
12/10/2020,"18,260.00","18,560.00","18,560.00","18,155.00",3.66K,-1.62%
12/9/2020,"18,560.00","18,337.00","18,630.00","17,827.00",9.77K,1.23%
12/8/2020,"18,335.00","19,196.00","19,299.00","18,335.00",9.62K,-4.49%
12/7/2020,"19,196.00","19,410.00","19,410.00","18,959.40",2.29K,-1.10%
12/6/2020,"19,410.00","19,157.00","19,410.00","19,015.60",4.33K,1.32%
12/5/2020,"19,157.00","18,657.00","19,157.00","18,657.00",3.66K,2.68%
12/4/2020,"18,657.00","19,452.00","19,452.00","18,657.00",8.65K,-4.06%
12/3/2020,"19,447.00","19,241.00","19,560.00","18,999.40",5.25K,1.07%
12/2/2020,"19,241.00","18,807.00","19,275.00","18,538.00",7.63K,2.31%
12/1/2020,"18,807.00","19,695.00","19,733.00","18,727.00",21.94K,-4.47%
11/30/2020,"19,686.00","18,196.00","19,723.00","18,196.00",14.95K,8.19%
11/29/2020,"18,196.00","17,746.00","18,212.00","17,579.20",3.99K,2.54%
11/28/2020,"17,746.00","17,169.30","17,800.00","16,997.00",5.75K,3.36%
11/27/2020,"17,169.30","17,211.70","17,492.00","16,614.90",11.21K,-0.29%
11/26/2020,"17,219.00","18,727.00","18,824.00","16,592.00",34.34K,-8.07%
11/25/2020,"18,730.00","19,134.80","19,303.00","18,730.00",13.48K,-2.12%
11/24/2020,"19,134.80","18,373.00","19,349.00","18,357.00",14.94K,4.15%
11/23/2020,"18,373.00","18,399.00","18,655.00","18,158.00",8.76K,-0.14%
11/22/2020,"18,399.00","18,660.00","18,668.00","18,122.00",9.10K,-1.40%
11/21/2020,"18,660.00","18,669.00","18,944.50","18,521.00",6.62K,-0.05%
11/20/2020,"18,669.00","17,810.00","18,699.70","17,810.00",7.97K,4.82%
11/19/2020,"17,810.00","17,773.00","18,140.00","17,486.00",5.57K,0.21%
11/18/2020,"17,773.00","17,674.90","18,212.00","17,378.60",17.52K,0.56%
11/17/2020,"17,674.90","16,710.00","17,740.00","16,627.00",12.21K,5.77%
11/16/2020,"16,710.00","15,962.20","16,827.60","15,906.00",6.52K,4.68%
11/15/2020,"15,962.20","16,057.00","16,095.00","15,871.00",2.56K,-0.60%
11/14/2020,"16,058.30","16,310.00","16,310.00","15,833.00",5.09K,-1.54%
11/13/2020,"16,310.00","16,296.20","16,405.00","16,079.00",7.70K,0.10%
11/12/2020,"16,294.00","15,710.00","16,294.00","15,656.00",12.30K,3.72%
11/11/2020,"15,710.00","15,312.00","15,911.60","15,312.00",6.94K,2.60%
11/10/2020,"15,312.00","15,329.00","15,402.00","15,177.00",3.74K,-0.11%
11/9/2020,"15,329.00","15,501.00","15,687.00","15,063.70",8.95K,-1.11%
11/8/2020,"15,501.00","14,844.10","15,554.20","14,844.10",6.47K,4.43%
11/7/2020,"14,844.10","15,571.70","15,610.00","14,734.00",14.37K,-4.67%
11/6/2020,"15,571.70","15,568.00","15,876.00","15,441.00",12.10K,-0.01%
11/5/2020,"15,574.00","14,160.00","15,574.00","14,160.00",15.90K,9.99%
11/4/2020,"14,160.00","14,025.00","14,160.00","13,643.00",10.10K,0.96%
11/3/2020,"14,025.00","13,562.00","14,025.00","13,401.00",5.81K,3.41%
11/2/2020,"13,563.00","13,756.00","13,828.50","13,414.00",6.59K,-1.40%
11/1/2020,"13,756.00","13,788.00","13,829.00","13,679.50",3.11K,-0.23%
10/31/2020,"13,788.00","13,568.00","13,958.00","13,499.00",8.95K,1.62%
10/30/2020,"13,568.00","13,451.00","13,642.20","13,250.00",4.66K,0.87%
10/29/2020,"13,451.00","13,272.00","13,555.10","13,153.00",4.07K,1.35%
10/28/2020,"13,272.00","13,626.30","13,763.00","13,041.20",7.11K,-2.60%
10/27/2020,"13,626.30","13,061.00","13,703.50","13,061.00",8.98K,4.33%
10/26/2020,"13,061.00","13,037.00","13,205.00","12,863.00",3.68K,0.18%
10/25/2020,"13,037.00","13,127.00","13,298.00","12,990.00",3.63K,-0.72%
10/24/2020,"13,132.00","12,935.00","13,166.00","12,905.00",1.97K,1.52%
10/23/2020,"12,935.00","12,988.00","12,999.00","12,757.00",2.90K,-0.41%
10/22/2020,"12,988.00","12,810.90","13,128.00","12,738.30",6.09K,1.27%
10/21/2020,"12,825.00","11,925.00","13,099.00","11,925.00",15.40K,7.55%
10/20/2020,"11,925.00","11,757.00","11,980.00","11,723.00",5.42K,1.43%
10/19/2020,"11,757.00","11,518.00","11,764.00","11,451.00",3.77K,2.08%
10/18/2020,"11,518.00","11,375.00","11,518.00","11,366.00",1.32K,1.26%
10/17/2020,"11,375.00","11,325.00","11,375.00","11,325.00",1.04K,0.44%
10/16/2020,"11,325.00","11,509.00","11,540.00","11,268.20",3.46K,-1.60%
10/15/2020,"11,509.00","11,440.00","11,513.00","11,335.00",4.26K,0.60%
10/14/2020,"11,440.00","11,442.00","11,547.00","11,347.00",2.69K,-0.02%
10/13/2020,"11,442.00","11,560.00","11,560.00","11,392.50",3.91K,-1.02%
10/12/2020,"11,560.00","11,385.00","11,698.90","11,284.00",6.37K,1.54%
10/11/2020,"11,385.00","11,308.00","11,430.00","11,308.00",1.48K,0.68%
10/10/2020,"11,308.00","11,071.00","11,450.00","11,071.00",4.17K,2.14%
10/9/2020,"11,071.00","10,943.00","11,102.40","10,878.00",2.57K,1.17%
10/8/2020,"10,943.00","10,687.00","10,943.00","10,577.00",3.64K,2.40%
10/7/2020,"10,687.00","10,613.70","10,687.00","10,584.10",1.67K,0.69%
10/6/2020,"10,613.70","10,807.00","10,807.00","10,592.00",3.22K,-1.79%
10/5/2020,"10,807.00","10,687.00","10,807.00","10,669.00",1.78K,1.12%
10/4/2020,"10,687.00","10,558.60","10,694.10","10,557.60",1.63K,1.22%
10/3/2020,"10,558.60","10,586.00","10,608.00","10,535.00",0.83K,-0.26%
10/2/2020,"10,586.00","10,634.00","10,634.00","10,476.00",3.74K,-0.45%
10/1/2020,"10,634.00","10,795.00","10,909.00","10,523.00",5.68K,-1.48%
9/30/2020,"10,794.00","10,856.00","10,856.00","10,715.00",1.50K,-0.57%
9/29/2020,"10,856.00","10,712.00","10,856.00","10,697.00",1.79K,1.34%
9/28/2020,"10,712.00","10,803.00","10,941.00","10,712.00",3.79K,-0.84%
9/27/2020,"10,803.00","10,750.00","10,807.10","10,664.00",1.75K,0.49%
9/26/2020,"10,750.00","10,708.00","10,776.90","10,700.70",0.94K,0.39%
9/25/2020,"10,708.00","10,754.00","10,765.00","10,629.00",2.35K,-0.43%
9/24/2020,"10,754.00","10,263.00","10,760.00","10,263.00",3.20K,4.78%
9/23/2020,"10,263.00","10,549.00","10,549.00","10,255.00",3.09K,-2.71%
9/22/2020,"10,549.00","10,435.00","10,589.00","10,435.00",2.41K,1.10%
9/21/2020,"10,434.00","10,934.50","10,980.90","10,434.00",6.01K,-4.58%
9/20/2020,"10,934.50","11,099.00","11,099.00","10,848.20",1.82K,-1.48%
9/19/2020,"11,099.00","10,957.20","11,127.00","10,957.20",2.47K,1.29%
9/18/2020,"10,957.20","10,959.00","11,022.00","10,868.00",2.26K,-0.02%
9/17/2020,"10,959.00","10,971.30","11,040.40","10,812.70",2.51K,-0.11%
9/16/2020,"10,971.30","10,797.00","11,091.00","10,690.90",4.80K,1.61%
9/15/2020,"10,797.00","10,690.00","10,899.90","10,690.00",4.99K,1.04%
9/14/2020,"10,686.00","10,331.00","10,754.00","10,331.00",3.68K,3.44%
9/13/2020,"10,331.00","10,458.00","10,560.00","10,244.00",4.04K,-1.21%
9/12/2020,"10,458.00","10,405.00","10,463.50","10,352.00",1.43K,0.51%
9/11/2020,"10,405.00","10,355.00","10,405.00","10,220.00",2.47K,0.48%
9/10/2020,"10,355.00","10,240.00","10,407.00","10,240.00",3.55K,1.12%
9/9/2020,"10,240.00","10,149.80","10,324.00","10,030.00",2.41K,0.89%
9/8/2020,"10,149.80","10,397.00","10,397.00","10,007.00",6.76K,-2.38%
9/7/2020,"10,397.00","10,276.00","10,397.00","9,964.10",6.30K,1.18%
9/6/2020,"10,276.00","10,196.90","10,325.00","10,122.00",2.76K,0.77%
9/5/2020,"10,197.00","10,484.70","10,517.70","10,046.20",8.51K,-2.74%
9/4/2020,"10,484.70","10,170.00","10,593.00","10,170.00",13.59K,3.09%
9/3/2020,"10,170.00","11,408.00","11,408.00","10,011.00",15.88K,-10.85%
9/2/2020,"11,408.00","11,942.00","11,942.00","11,334.00",6.19K,-4.47%
9/1/2020,"11,942.00","11,671.00","12,037.00","11,616.00",5.02K,2.32%
8/31/2020,"11,671.00","11,729.90","11,734.00","11,639.10",2.24K,-0.50%
8/30/2020,"11,729.90","11,492.00","11,729.90","11,492.00",2.10K,2.07%
8/29/2020,"11,492.00","11,545.00","11,587.00","11,476.30",1.52K,-0.46%
8/28/2020,"11,545.00","11,343.00","11,545.00","11,343.00",2.02K,1.78%
8/27/2020,"11,343.00","11,471.10","11,471.10","11,254.00",4.81K,-1.12%
8/26/2020,"11,471.00","11,341.00","11,482.00","11,316.00",2.48K,1.15%
8/25/2020,"11,341.00","11,768.00","11,768.00","11,200.00",6.16K,-3.63%
8/24/2020,"11,768.00","11,663.00","11,817.90","11,616.80",1.99K,0.90%
8/23/2020,"11,663.00","11,685.00","11,692.60","11,551.00",1.93K,-0.19%
8/22/2020,"11,685.00","11,531.00","11,690.70","11,449.00",3.46K,1.34%
8/21/2020,"11,531.00","11,884.00","11,889.00","11,531.00",6.10K,-2.97%
8/20/2020,"11,884.00","11,778.00","11,900.00","11,719.00",2.73K,0.90%
8/19/2020,"11,778.00","11,961.80","12,004.00","11,694.60",6.29K,-1.54%
8/18/2020,"11,961.80","12,300.00","12,359.00","11,927.20",7.18K,-2.75%
8/17/2020,"12,300.00","11,925.00","12,415.00","11,826.10",10.12K,3.14%
8/16/2020,"11,925.00","11,873.40","11,925.00","11,781.00",2.71K,0.43%
8/15/2020,"11,873.40","11,761.00","11,977.40","11,761.00",4.04K,0.96%
8/14/2020,"11,761.00","11,792.50","11,824.00","11,699.00",4.65K,-0.27%
8/13/2020,"11,792.50","11,589.00","11,792.50","11,388.00",5.78K,1.74%
8/12/2020,"11,591.00","11,379.80","11,591.00","11,257.00",5.82K,1.86%
8/11/2020,"11,379.80","11,892.00","11,912.00","11,278.00",7.11K,-4.31%
8/10/2020,"11,892.00","11,675.70","12,024.00","11,675.70",6.57K,1.85%
8/9/2020,"11,675.70","11,764.00","11,782.00","11,572.00",1.57K,-0.75%
8/8/2020,"11,764.00","11,580.00","11,772.00","11,564.00",1.87K,1.59%
8/7/2020,"11,580.00","11,759.00","11,845.00","11,509.00",5.09K,-1.52%
8/6/2020,"11,759.00","11,735.80","11,858.00","11,649.70",3.90K,0.20%
8/5/2020,"11,735.80","11,184.00","11,735.80","11,182.00",5.79K,4.93%
8/4/2020,"11,184.00","11,226.50","11,346.80","11,096.00",3.26K,-0.38%
8/3/2020,"11,226.50","11,053.80","11,389.00","11,053.80",4.09K,1.56%
8/2/2020,"11,053.80","11,804.70","11,917.00","11,032.00",13.22K,-6.36%
8/1/2020,"11,804.70","11,350.00","11,804.70","11,307.00",10.57K,4.01%
7/31/2020,"11,350.00","11,123.00","11,378.00","11,038.00",5.83K,2.04%
7/30/2020,"11,123.00","11,117.00","11,180.00","10,965.00",4.25K,0.05%
7/29/2020,"11,117.00","10,932.00","11,240.00","10,929.20",8.82K,1.69%
7/28/2020,"10,932.00","11,044.00","11,211.80","10,761.00",9.88K,-1.01%
7/27/2020,"11,044.00","9,946.30","11,249.10","9,946.30",21.58K,11.02%
7/26/2020,"9,948.10","9,714.90","10,008.00","9,685.80",8.94K,2.40%
7/25/2020,"9,714.90","9,559.10","9,730.50","9,559.10",2.56K,1.63%
7/24/2020,"9,559.40","9,615.00","9,615.00","9,505.30",2.26K,-0.58%
7/23/2020,"9,615.00","9,557.70","9,642.90","9,494.60",4.70K,0.60%
7/22/2020,"9,557.70","9,402.00","9,557.70","9,349.30",4.14K,1.66%
7/21/2020,"9,402.00","9,179.20","9,434.00","9,179.20",5.40K,2.43%
7/20/2020,"9,179.20","9,231.20","9,231.20","9,169.70",1.40K,-0.56%
7/19/2020,"9,231.20","9,189.10","9,231.20","9,130.50",1.44K,0.46%
7/18/2020,"9,189.10","9,167.30","9,200.10","9,142.90",1.17K,0.24%
7/17/2020,"9,167.30","9,149.90","9,172.00","9,128.80",1.06K,0.19%
7/16/2020,"9,149.90","9,210.10","9,215.70","9,092.10",2.87K,-0.65%
7/15/2020,"9,210.10","9,263.40","9,263.40","9,195.70",0.90K,-0.58%
7/14/2020,"9,263.40","9,252.00","9,270.70","9,194.80",2.20K,0.12%
7/13/2020,"9,252.00","9,315.80","9,344.80","9,238.10",1.93K,-0.68%
7/12/2020,"9,315.80","9,246.30","9,315.80","9,195.60",1.86K,0.75%
7/11/2020,"9,246.30","9,305.70","9,305.70","9,221.80",0.81K,-0.64%
7/10/2020,"9,305.70","9,248.90","9,305.70","9,161.90",1.42K,0.61%
7/9/2020,"9,248.90","9,447.00","9,447.00","9,215.00",3.71K,-2.10%
7/8/2020,"9,447.00","9,267.50","9,480.70","9,267.50",3.81K,1.94%
7/7/2020,"9,267.50","9,361.00","9,361.00","9,255.10",1.63K,-1.00%
7/6/2020,"9,361.00","9,089.70","9,361.00","9,080.10",4.26K,2.99%
7/5/2020,"9,089.70","9,147.70","9,152.30","9,004.90",2.08K,-0.63%
7/4/2020,"9,147.70","9,073.90","9,203.50","9,060.00",1.13K,0.81%
7/3/2020,"9,073.90","9,100.00","9,135.50","9,058.10",1.09K,-0.29%
